Age,Gender,Income,Credit Score,Credit History Length,Number of Existing Loans,Loan Amount,Loan Tenure,Existing Customer,State,City,LTV Ratio,Employment Profile,Profile Score,Occupation
67,Female,109000,817,438,9,150000,256,Yes,Delhi,Nellikuppam,85.72101887399232,Self-Employed,97,Shopkeeper
50,Male,95000,538,312,4,150000,64,No,Gujarat,Surat,95.0,Self-Employed,41,Business Owner
53,Male,103000,695,360,7,150000,209,Yes,Gujarat,Ahmedabad,61.351908613389206,Self-Employed,98,Shopkeeper
44,Female,26000,552,127,4,59434,50,No,Rajasthan,Udaipur,55.71602037847265,Salaried,100,Civil Servant
19,Female,28000,370,123,1,58262,38,No,Kerala,Thiruvananthapuram,71.64435398939241,Student,53,Student
22,Male,47000,398,46,1,27696,26,No,West Bengal,Manjari,76.3849156492374,Salaried,48,Doctor
24,Female,37000,472,224,3,69455,78,No,Rajasthan,Udaipur,67.04874612015765,Student,50,Student
59,Female,79000,419,350,2,131024,97,No,Tamil Nadu,Coimbatore,62.68978216633347,Salaried,63,Doctor
44,Female,71000,518,489,3,95164,107,No,Telangana,Hyderabad,68.91235002200466,Self-Employed,67,Business Owner
48,Male,109000,590,552,5,111408,92,No,Gujarat,Dhulagori,77.9431023047679,Self-Employed,66,Farmer
36,Male,105000,832,205,9,69000,206,Yes,Tamil Nadu,Dhulagori,50.82113807749272,Salaried,97,Teacher
56,Female,61000,580,270,5,86269,28,No,Rajasthan,Jaipur,74.77162620558097,Freelancer,79,Photographer
26,Female,37000,787,332,8,134652,92,Yes,Telangana,Hyderabad,83.64708602158488,Self-Employed,91,Business Owner
41,Male,26000,420,144,2,34304,87,No,Tamil Nadu,Coimbatore,92.53533038466867,Salaried,34,Software Engineer
29,Other,72000,646,470,6,127782,339,No,Karnataka,Mysuru,73.55806860251315,Self-Employed,85,Business Owner
36,Male,71000,329,184,0,81237,20,No,Tamil Nadu,Coimbatore,95.0,Freelancer,8,Independent Consultant
45,Male,94000,564,569,4,150000,105,No,Telangana,Hyderabad,71.86725303016331,Student,66,Student
53,Male,77000,850,434,10,150000,136,Yes,Maharashtra,Pune,71.02404579830346,Unemployed,100,NA
24,Female,69000,850,547,10,68946,103,Yes,Rajasthan,Udaipur,40.0,Unemployed,100,NA
40,Male,86000,484,10,3,150000,29,No,Maharashtra,Nellikuppam,62.99968462901194,Student,87,Student
64,Male,186000,403,203,1,150000,92,No,Delhi,New Delhi,77.69640271279947,Self-Employed,69,Farmer
24,Female,40000,835,175,9,83957,339,Yes,West Bengal,Kolkata,77.99736175782493,Salaried,100,Software Engineer
18,Male,30000,683,69,6,43305,80,Yes,Gujarat,Surat,77.08886970492766,Self-Employed,83,Contractor
54,Other,134000,850,130,10,150000,258,Yes,Telangana,Hyderabad,40.0,Self-Employed,92,Contractor
45,Male,102000,471,281,3,150000,38,No,Maharashtra,Pune,58.701492957004284,Salaried,83,Teacher
44,Female,38000,454,517,2,98913,17,No,Kerala,Thiruvananthapuram,69.00401449001274,Salaried,98,Banker
44,Female,130000,441,573,2,150000,86,No,Gujarat,Ahmedabad,59.80817034700369,Self-Employed,76,Shopkeeper
53,Male,44000,840,241,9,67900,92,Yes,Telangana,Hyderabad,68.85511971792904,Self-Employed,100,Shopkeeper
54,Female,56000,802,284,9,104968,187,Yes,Kerala,Kochi,40.0,Self-Employed,91,Business Owner
46,Male,123000,501,208,3,143317,106,No,Delhi,New Delhi,94.50272537664756,Salaried,53,Civil Servant
41,Female,69000,413,409,2,150000,14,No,Delhi,New Delhi,74.08952486007004,Unemployed,42,NA
42,Male,24000,300,7,0,35736,77,No,Delhi,New Delhi,58.68838192915884,Student,31,Student
41,Male,22000,663,204,6,61442,330,Yes,Gujarat,Ahmedabad,71.88387715238639,Self-Employed,90,Contractor
58,Male,50000,747,29,8,144584,62,Yes,Uttar Pradesh,Lucknow,44.044586553687495,Salaried,100,Teacher
41,Male,78000,383,561,1,150000,68,No,Maharashtra,Mumbai,95.0,Salaried,49,Software Engineer
31,Female,33000,671,554,6,107466,302,Yes,Tamil Nadu,Chennai,69.14044951825701,Salaried,97,Teacher
54,Female,52000,566,262,4,63335,107,No,Delhi,New Delhi,95.0,Self-Employed,51,Farmer
49,Other,90000,487,259,3,141924,78,No,Rajasthan,Jaipur,95.0,Salaried,54,Civil Servant
65,Female,138000,572,522,4,133574,76,No,West Bengal,Kolkata,95.0,Salaried,66,Civil Servant
47,Male,133000,535,15,4,150000,111,No,Uttar Pradesh,Dhulagori,57.25886569635879,Salaried,90,Banker
45,Male,51000,304,524,0,149912,64,No,Karnataka,Mysuru,54.02319922118237,Salaried,68,Banker
45,Female,51000,304,524,0,149912,64,No,Karnataka,Mysuru,54.02319922118237,Salaried,68,Banker
33,Male,77000,808,188,9,109340,299,Yes,Karnataka,Bengaluru,71.77417842970743,Self-Employed,100,Shopkeeper
44,Female,63000,329,263,0,128171,32,No,Rajasthan,Udaipur,64.70760713197112,Salaried,61,Doctor
39,Other,79000,607,268,5,77531,250,No,West Bengal,Kolkata,62.44156226799925,Self-Employed,100,Contractor
49,Male,121000,601,143,5,51003,98,No,Uttar Pradesh,Nellikuppam,76.9886907436592,Salaried,90,Banker
32,Male,37000,738,182,7,32546,331,Yes,Gujarat,Ahmedabad,50.41658161712961,Self-Employed,100,Contractor
20,Female,20000,590,580,5,84192,45,No,Karnataka,Mysuru,63.119222169115524,Student,91,Student
56,Female,93000,850,432,10,150000,278,Yes,Gujarat,Ahmedabad,40.0,Salaried,92,Doctor
34,Male,21000,331,486,0,41889,117,No,Tamil Nadu,Chennai,76.50743628543668,Self-Employed,40,Business Owner
26,Female,60000,570,545,4,150000,96,No,Rajasthan,Udaipur,88.44182018598033,Unemployed,77,NA
24,Female,52000,834,139,9,62842,75,Yes,West Bengal,Nellikuppam,59.57558694871042,Self-Employed,96,Business Owner
42,Male,112000,572,432,4,150000,74,No,Karnataka,Bengaluru,63.61381494028508,Salaried,92,Civil Servant
52,Other,42000,300,37,0,150000,115,No,Maharashtra,Mumbai,94.67298658277976,Self-Employed,0,Farmer
68,Female,202000,850,505,10,150000,135,Yes,Telangana,Dhulagori,55.41523667717841,Salaried,100,Teacher
32,Male,83000,662,215,6,150000,271,Yes,Kerala,Thiruvananthapuram,88.44251965930334,Freelancer,100,Independent Consultant
70,Female,140000,634,178,6,147443,343,No,Telangana,Hyderabad,93.7676335328656,Self-Employed,67,Business Owner
20,Male,12000,777,148,8,13656,72,Yes,Karnataka,Mysuru,68.54752270619107,Self-Employed,100,Shopkeeper
18,Male,38000,532,457,4,149576,110,No,Telangana,Hyderabad,95.0,Unemployed,28,NA
64,Male,155000,480,556,3,105249,20,No,West Bengal,Kolkata,67.21182438983203,Self-Employed,93,Farmer
44,Male,125000,533,27,4,150000,98,No,Telangana,Hyderabad,88.93507814360936,Salaried,62,Civil Servant
60,Male,130000,776,178,8,69424,205,Yes,Maharashtra,Bishanpura,67.27959355893606,Salaried,100,Banker
18,Male,28000,462,18,2,126245,34,No,West Bengal,Kolkata,95.0,Unemployed,33,NA
58,Female,145000,850,287,10,150000,127,Yes,West Bengal,Kolkata,52.0185448977037,Self-Employed,91,Farmer
54,Male,152000,639,187,6,139295,258,No,Kerala,Kochi,55.62325271557183,Self-Employed,96,Contractor
68,Female,131000,396,565,1,94778,31,No,Gujarat,Surat,92.79394951706321,Salaried,27,Civil Servant
36,Female,81000,595,268,5,145018,66,No,West Bengal,Kolkata,51.28118508299837,Freelancer,98,Graphic Designer
70,Male,44000,767,137,8,52722,82,Yes,Gujarat,Surat,44.79575084093982,Self-Employed,100,Business Owner
66,Other,74000,796,443,9,48618,92,Yes,Karnataka,Bengaluru,54.74513308712099,Salaried,100,Civil Servant
41,Female,107000,826,602,9,124230,79,Yes,Delhi,New Delhi,78.56550171753774,Salaried,97,Civil Servant
38,Male,30000,547,378,4,133772,70,No,Kerala,Thiruvananthapuram,95.0,Salaried,82,Software Engineer
56,Male,150000,712,441,7,70311,267,Yes,Gujarat,Ahmedabad,73.6692480940961,Self-Employed,96,Farmer
51,Male,133000,850,363,10,134769,333,Yes,Maharashtra,Pune,77.60430550734876,Freelancer,93,Photographer
29,Female,48000,300,584,0,60888,68,No,Kerala,Thiruvananthapuram,73.7148953095183,Freelancer,16,Graphic Designer
26,Female,26000,499,101,3,37963,17,No,Rajasthan,Jaipur,79.72492016330717,Self-Employed,77,Contractor
29,Male,19000,727,526,7,94408,123,Yes,Rajasthan,Udaipur,85.30904925060068,Unemployed,83,NA
67,Female,127000,711,515,7,88875,211,Yes,West Bengal,Kolkata,72.6596847823367,Salaried,99,Banker
44,Male,109000,405,174,1,144336,28,No,Rajasthan,Jaipur,58.954201132453505,Salaried,73,Teacher
60,Female,119000,684,231,6,81487,326,Yes,Tamil Nadu,Coimbatore,76.20506651882063,Salaried,100,Doctor
57,Female,141000,451,230,2,89204,64,No,Tamil Nadu,Bishanpura,65.77713894754838,Self-Employed,82,Contractor
45,Male,111000,397,283,1,150000,61,No,Gujarat,Ahmedabad,70.96806521778797,Unemployed,61,NA
45,Male,131000,379,149,1,116602,39,No,Kerala,Thiruvananthapuram,64.37249400616673,Salaried,89,Software Engineer
45,Female,121000,557,586,4,150000,62,No,West Bengal,Kolkata,95.0,Student,69,Student
70,Male,103000,850,183,10,150000,85,Yes,Rajasthan,Jaipur,43.14699684916557,Self-Employed,100,Shopkeeper
36,Other,72000,374,132,1,57442,82,No,Tamil Nadu,Coimbatore,84.18316484156225,Salaried,38,Software Engineer
36,Male,93000,850,412,10,52463,198,Yes,Telangana,Manjari,76.66550510505343,Self-Employed,100,Business Owner
39,Male,112000,374,229,1,150000,83,No,West Bengal,Kolkata,82.35405069194826,Salaried,34,Doctor
68,Male,200000,603,296,5,150000,67,No,Tamil Nadu,Coimbatore,66.7169451987642,Student,78,Student
37,Female,105000,452,32,2,128100,80,No,Karnataka,Channarayapatna,94.47593812587913,Salaried,39,Banker
55,Female,143000,543,49,4,73531,104,No,Tamil Nadu,Chennai,78.36809182191259,Self-Employed,87,Farmer
32,Female,62000,545,177,4,101152,79,No,Delhi,New Delhi,91.95965965662401,Salaried,58,Software Engineer
62,Female,65000,755,511,8,54257,211,Yes,West Bengal,Kolkata,40.0,Unemployed,100,NA
45,Male,109000,760,257,8,150000,274,Yes,Kerala,Kochi,67.95591237297104,Salaried,100,Banker
27,Male,35000,748,146,8,131167,237,Yes,Karnataka,Mysuru,85.90090430796816,Salaried,100,Doctor
20,Male,23000,603,51,5,53381,242,No,Delhi,New Delhi,92.53496891992884,Salaried,90,Software Engineer
20,Other,20000,330,475,0,59974,40,No,Maharashtra,Mumbai,95.0,Freelancer,3,Independent Consultant
20,Other,43000,428,270,2,40699,107,No,Rajasthan,Udaipur,55.36315019710349,Self-Employed,69,Contractor
70,Male,78000,592,192,5,45270,103,No,West Bengal,Manjari,88.28249180406524,Salaried,69,Teacher
46,Female,83000,850,245,10,150000,266,Yes,Kerala,Thiruvananthapuram,56.443155080903566,Salaried,100,Doctor
59,Female,115000,505,138,3,150000,95,No,Rajasthan,Udaipur,56.33439582488275,Self-Employed,86,Contractor
26,Other,39000,309,330,0,32459,20,No,Uttar Pradesh,Manjari,66.48423325877236,Student,38,Student
33,Male,62000,646,196,6,50762,109,No,Karnataka,Bengaluru,65.43586080614642,Salaried,96,Teacher
18,Female,52000,850,336,10,86607,158,Yes,Telangana,Hyderabad,40.0,Salaried,100,Software Engineer
40,Other,61000,603,101,5,117623,115,No,West Bengal,Kolkata,67.54430199360297,Salaried,100,Software Engineer
28,Other,61000,525,111,4,89187,30,No,Delhi,New Delhi,95.0,Salaried,84,Teacher
65,Male,187000,713,236,7,115917,62,Yes,Karnataka,Mysuru,56.07103482026817,Salaried,100,Civil Servant
70,Female,146000,850,525,10,57378,216,Yes,Kerala,Bishanpura,52.46948789336572,Salaried,100,Software Engineer
46,Female,87000,494,176,3,150000,26,No,Tamil Nadu,Coimbatore,65.25377723936057,Self-Employed,69,Shopkeeper
50,Female,136000,506,138,3,142869,118,No,Tamil Nadu,Coimbatore,88.52272551028081,Self-Employed,43,Farmer
58,Female,84000,590,149,5,150000,80,No,Karnataka,Mysuru,90.66362620040977,Salaried,62,Civil Servant
53,Other,71000,348,99,0,89053,17,No,Karnataka,Mysuru,55.47011264504016,Salaried,61,Software Engineer
53,Male,148000,432,437,2,82352,35,No,Delhi,New Delhi,94.11332747431081,Salaried,52,Software Engineer
69,Female,56000,622,46,5,72151,171,No,Maharashtra,Dhulagori,91.52439310981998,Unemployed,76,NA
48,Male,101000,539,334,4,76207,44,No,Karnataka,Mysuru,69.40140189608435,Freelancer,74,Independent Consultant
58,Female,166000,824,471,9,113216,291,Yes,Rajasthan,Jaipur,48.67330759648719,Self-Employed,100,Shopkeeper
21,Male,28000,393,371,1,44459,108,No,Karnataka,Bengaluru,82.07229441233655,Self-Employed,47,Contractor
52,Male,31000,711,134,7,128531,348,Yes,Rajasthan,Jaipur,80.2212377174252,Salaried,100,Doctor
33,Male,96000,673,457,6,150000,70,Yes,Gujarat,Ahmedabad,86.09916418516107,Self-Employed,74,Business Owner
32,Female,65000,705,510,7,134897,112,Yes,West Bengal,Kolkata,51.976628076544216,Freelancer,100,Graphic Designer
68,Female,82000,462,343,2,117128,38,No,Telangana,Hyderabad,63.18479249260916,Salaried,100,Software Engineer
55,Other,128000,377,506,1,150000,102,No,Tamil Nadu,Manjari,55.85411034366143,Salaried,75,Doctor
18,Female,43000,659,377,6,25157,279,Yes,West Bengal,Kolkata,54.51112253382388,Student,90,Student
22,Male,37000,557,458,4,101412,24,No,Maharashtra,Nagpur,95.0,Salaried,62,Banker
22,Female,32000,566,36,4,95374,46,No,Karnataka,Bengaluru,95.0,Salaried,64,Banker
34,Male,20000,300,72,0,13936,62,No,West Bengal,Channarayapatna,77.64997560711076,Salaried,41,Teacher
56,Female,105000,784,365,8,111794,114,Yes,Telangana,Hyderabad,83.77059092185903,Salaried,100,Teacher
26,Female,39000,441,483,2,131528,36,No,Uttar Pradesh,Kanpur,95.0,Self-Employed,50,Contractor
60,Female,60000,404,313,1,77408,119,No,Maharashtra,Pune,72.09912915782695,Unemployed,53,NA
43,Female,87000,336,127,0,150000,30,No,Maharashtra,Mumbai,71.62975323212069,Salaried,67,Teacher
25,Female,42000,850,600,10,46303,346,Yes,Gujarat,Ahmedabad,79.7537650038208,Salaried,97,Teacher
40,Male,35000,715,241,7,71527,218,Yes,Gujarat,Surat,59.913075355412204,Salaried,100,Doctor
62,Female,136000,563,487,4,83338,26,No,Uttar Pradesh,Kanpur,79.28122289652268,Salaried,84,Civil Servant
36,Male,90000,471,499,3,133667,76,No,Delhi,New Delhi,57.6108478572397,Student,93,Student
33,Male,73000,458,302,2,85785,71,No,Karnataka,Mysuru,89.18279151190109,Self-Employed,50,Shopkeeper
49,Male,68000,363,389,1,125079,46,No,Gujarat,Surat,86.9351406278901,Salaried,26,Doctor
65,Female,132000,760,144,8,57905,322,Yes,Uttar Pradesh,Kanpur,63.0842138278574,Salaried,96,Civil Servant
52,Female,43000,726,57,7,135689,140,Yes,Tamil Nadu,Chennai,47.814648109809184,Salaried,96,Teacher
58,Male,131000,414,63,2,136588,21,No,Karnataka,Bengaluru,54.77293765732124,Salaried,93,Doctor
20,Male,21000,726,266,7,35573,93,Yes,Telangana,Hyderabad,50.06754620845866,Self-Employed,99,Contractor
63,Female,138000,794,104,8,144647,131,Yes,Kerala,Thiruvananthapuram,80.79816207667399,Salaried,100,Civil Servant
30,Male,85000,587,524,5,88232,56,No,Rajasthan,Udaipur,91.47765883062935,Salaried,91,Teacher
44,Male,102000,755,610,8,150000,217,Yes,Tamil Nadu,Chennai,79.67809739699871,Salaried,100,Software Engineer
44,Female,25000,754,8,8,37933,249,Yes,Gujarat,Ahmedabad,75.42294760065019,Salaried,92,Doctor
65,Female,137000,577,314,5,150000,25,No,Tamil Nadu,Coimbatore,56.41607821262084,Salaried,97,Civil Servant
28,Female,72000,446,11,2,150000,113,No,Maharashtra,Nellikuppam,95.0,Self-Employed,42,Contractor
20,Male,31000,605,404,5,51235,236,No,West Bengal,Kolkata,75.24274971371662,Self-Employed,90,Farmer
42,Male,86000,756,341,8,150000,249,Yes,Telangana,Hyderabad,58.755630522750465,Self-Employed,91,Farmer
51,Female,111000,545,347,4,150000,17,No,West Bengal,Kolkata,95.0,Self-Employed,72,Contractor
31,Male,79000,660,180,6,62517,177,Yes,Delhi,New Delhi,51.93100016885649,Self-Employed,95,Shopkeeper
27,Female,37000,435,584,2,27844,87,No,Telangana,Hyderabad,74.84359290785463,Salaried,81,Teacher
52,Male,119000,850,168,10,66305,113,Yes,Kerala,Kochi,40.85269430606881,Self-Employed,99,Business Owner
21,Male,43000,445,486,2,150000,40,No,Uttar Pradesh,Kanpur,94.95880183601025,Self-Employed,59,Business Owner
39,Female,60000,465,124,3,49250,77,No,Rajasthan,Udaipur,95.0,Self-Employed,60,Business Owner
47,Female,66000,419,64,2,123486,68,No,Karnataka,Mysuru,82.97534906871684,Salaried,44,Banker
51,Male,58000,624,571,5,71933,133,No,Delhi,New Delhi,67.2081686408637,Salaried,100,Doctor
20,Male,27000,506,351,3,83972,25,No,Telangana,Hyderabad,92.9550749288947,Salaried,50,Banker
47,Male,130000,631,93,6,133960,327,No,Uttar Pradesh,Lucknow,85.99526665142675,Salaried,77,Doctor
18,Female,17000,533,527,4,74739,33,No,Delhi,New Delhi,84.76298575448213,Unemployed,64,NA
40,Female,37000,850,239,10,57392,256,Yes,Karnataka,Mysuru,72.97163138456958,Salaried,100,Civil Servant
55,Female,63000,717,547,7,100647,312,Yes,West Bengal,Kolkata,51.59531071049196,Self-Employed,94,Farmer
39,Other,33000,807,111,9,132569,107,Yes,Uttar Pradesh,Lucknow,65.04404438992093,Self-Employed,100,Business Owner
22,Female,36000,304,206,0,25157,14,No,Kerala,Kochi,52.4372408947788,Self-Employed,51,Farmer
36,Female,41000,660,397,6,28494,113,Yes,Telangana,Hyderabad,67.08963037636684,Unemployed,93,NA
67,Male,190000,850,293,10,103578,190,Yes,Tamil Nadu,Chennai,43.82648196651268,Self-Employed,100,Farmer
45,Male,48000,676,192,6,150000,250,Yes,West Bengal,Kolkata,56.02723259771457,Salaried,100,Doctor
40,Male,86000,814,159,9,98929,197,Yes,Telangana,Hyderabad,60.023913128912014,Salaried,91,Civil Servant
30,Female,74000,729,545,7,149071,107,Yes,Tamil Nadu,Coimbatore,85.74686684267829,Student,82,Student
51,Male,149000,501,443,3,150000,68,No,West Bengal,Kolkata,94.55610682508367,Salaried,75,Banker
42,Male,30000,651,442,6,106148,86,Yes,Telangana,Hyderabad,85.44616492468768,Freelancer,76,Graphic Designer
67,Female,194000,408,292,1,150000,60,No,Delhi,New Delhi,95.0,Salaried,42,Civil Servant
62,Female,140000,387,308,1,113409,112,No,Gujarat,Surat,58.64412522064508,Self-Employed,53,Contractor
55,Male,117000,415,250,2,150000,19,No,Rajasthan,Jaipur,52.92772333218734,Self-Employed,61,Farmer
32,Female,71000,641,76,6,150000,237,No,Kerala,Thiruvananthapuram,77.16585579633244,Salaried,97,Doctor
28,Female,33000,459,440,2,90803,75,No,West Bengal,Kolkata,92.90481940847283,Salaried,51,Software Engineer
45,Female,40000,508,513,3,150000,101,No,Gujarat,Ahmedabad,60.22257121199533,Self-Employed,69,Business Owner
24,Male,49000,397,202,1,65728,93,No,Telangana,Manjari,95.0,Self-Employed,22,Contractor
45,Female,95000,407,77,1,86023,25,No,Uttar Pradesh,Nellikuppam,60.28435509488351,Freelancer,64,Photographer
19,Female,13000,724,176,7,64538,91,Yes,Uttar Pradesh,Lucknow,56.42052151156237,Self-Employed,99,Contractor
52,Male,33000,729,576,7,136462,348,Yes,Kerala,Dhulagori,80.22568005069661,Self-Employed,100,Business Owner
46,Male,115000,764,559,8,131457,284,Yes,Gujarat,Bishanpura,40.0,Salaried,92,Teacher
26,Female,13000,536,172,4,57920,33,No,Tamil Nadu,Coimbatore,95.0,Salaried,78,Software Engineer
58,Male,117000,850,181,10,121816,338,Yes,Karnataka,Mysuru,59.784745622665625,Self-Employed,96,Contractor
33,Female,83000,388,606,1,86646,114,No,Telangana,Hyderabad,61.75175406696712,Salaried,68,Software Engineer
66,Female,149000,508,585,3,150000,57,No,Karnataka,Mysuru,60.0567213148556,Salaried,86,Teacher
48,Male,143000,744,83,8,150000,233,Yes,Telangana,Hyderabad,83.26639590416679,Self-Employed,97,Business Owner
53,Male,97000,374,60,1,150000,23,No,Gujarat,Surat,80.67848568980384,Self-Employed,54,Shopkeeper
26,Female,28000,592,177,5,90584,67,No,West Bengal,Kolkata,92.51231960782657,Unemployed,53,NA
68,Female,84000,806,360,9,70774,329,Yes,Telangana,Hyderabad,71.71020919915006,Salaried,100,Doctor
43,Male,113000,681,327,6,134209,233,Yes,Karnataka,Bengaluru,79.46424622083057,Salaried,100,Civil Servant
27,Female,16000,433,532,2,17839,72,No,West Bengal,Kolkata,84.70928379659608,Self-Employed,61,Shopkeeper
37,Female,43000,714,197,7,150000,357,Yes,West Bengal,Kolkata,53.79138419925655,Self-Employed,100,Shopkeeper
53,Female,57000,384,309,1,147468,17,No,Gujarat,Ahmedabad,59.89273453649187,Self-Employed,66,Business Owner
63,Male,73000,389,379,1,150000,93,No,West Bengal,Kolkata,76.72080545569776,Self-Employed,55,Business Owner
19,Male,44000,694,169,7,60244,191,Yes,Karnataka,Mysuru,61.755986353469545,Self-Employed,93,Shopkeeper
57,Male,120000,482,397,3,55591,63,No,Maharashtra,Mumbai,95.0,Salaried,52,Civil Servant
23,Female,33000,610,118,5,32087,238,No,Gujarat,Ahmedabad,50.66239744071792,Self-Employed,99,Shopkeeper
61,Male,36000,583,277,5,145735,91,No,Uttar Pradesh,Lucknow,75.44855260419895,Salaried,89,Software Engineer
37,Male,64000,743,507,8,107113,339,Yes,Uttar Pradesh,Lucknow,46.259555468109575,Self-Employed,92,Contractor
38,Other,102000,619,360,5,150000,232,No,Tamil Nadu,Bishanpura,80.41730658193475,Self-Employed,83,Farmer
25,Male,42000,825,131,9,72091,313,Yes,Karnataka,Mysuru,40.0,Salaried,98,Doctor
26,Male,20000,492,221,3,81295,76,No,Tamil Nadu,Coimbatore,86.55670443844576,Self-Employed,39,Contractor
61,Male,86000,843,181,9,150000,333,Yes,West Bengal,Manjari,57.03282215022932,Self-Employed,99,Farmer
20,Female,44000,444,31,2,150000,67,No,Telangana,Hyderabad,58.269486781977626,Salaried,84,Software Engineer
21,Male,62000,850,117,10,84688,295,Yes,Kerala,Kochi,40.0,Salaried,91,Teacher
59,Male,129000,850,531,10,70849,326,Yes,West Bengal,Channarayapatna,75.16964064594623,Salaried,100,Teacher
25,Female,40000,562,556,4,79669,85,No,Karnataka,Mysuru,57.25183626733698,Salaried,100,Teacher
35,Female,36000,527,78,4,150000,13,No,Maharashtra,Pune,83.24061975551342,Self-Employed,84,Farmer
37,Female,102000,622,391,5,89363,355,No,Telangana,Hyderabad,81.29892967759903,Self-Employed,96,Farmer
24,Female,48000,534,285,4,105844,13,No,Tamil Nadu,Coimbatore,94.24853868487196,Salaried,58,Teacher
51,Female,39000,300,92,0,111409,26,No,Karnataka,Mysuru,86.06389138782326,Self-Employed,9,Contractor
64,Male,123000,383,578,1,133723,52,No,Delhi,New Delhi,89.05491059172255,Self-Employed,49,Shopkeeper
39,Male,87000,398,169,1,61823,76,No,Gujarat,Ahmedabad,95.0,Student,17,Student
48,Male,121000,839,271,9,64873,258,Yes,Telangana,Hyderabad,44.374841093788945,Freelancer,90,Writer
62,Female,75000,850,533,10,150000,328,Yes,Uttar Pradesh,Lucknow,40.0,Salaried,93,Civil Servant
66,Female,147000,504,30,3,150000,29,No,Rajasthan,Udaipur,60.02117848004364,Salaried,93,Banker
40,Male,78000,522,407,4,150000,67,No,Maharashtra,Nellikuppam,87.85081050689354,Unemployed,52,NA
68,Male,105000,743,87,8,132988,72,Yes,Telangana,Hyderabad,46.28302757574138,Self-Employed,98,Contractor
67,Female,92000,705,203,7,149968,304,Yes,Uttar Pradesh,Nellikuppam,66.3785346095395,Salaried,100,Teacher
28,Male,46000,517,440,3,26724,24,No,Karnataka,Bengaluru,63.51388827376588,Freelancer,97,Graphic Designer
33,Female,26000,683,475,6,110449,286,Yes,Telangana,Hyderabad,54.062946730751236,Self-Employed,100,Shopkeeper
37,Male,85000,343,159,0,137730,70,No,Tamil Nadu,Dhulagori,88.49289134710062,Self-Employed,41,Farmer
48,Female,53000,722,354,7,45861,269,Yes,Karnataka,Channarayapatna,40.0,Salaried,95,Teacher
52,Male,80000,402,135,1,150000,13,No,West Bengal,Kolkata,95.0,Student,15,Student
18,Male,45000,792,451,8,150000,63,Yes,Kerala,Thiruvananthapuram,55.462758344405415,Salaried,100,Software Engineer
44,Female,39000,454,125,2,70303,93,No,Delhi,New Delhi,66.98172625955193,Student,50,Student
32,Female,75000,755,389,8,150000,96,Yes,West Bengal,Kolkata,77.0885645358456,Salaried,93,Civil Servant
58,Female,72000,527,431,4,101557,69,No,Uttar Pradesh,Lucknow,64.84487323459118,Salaried,100,Teacher
58,Male,44000,554,293,4,83844,40,No,Uttar Pradesh,Lucknow,65.3338715343704,Unemployed,86,NA
30,Male,35000,763,353,8,102538,173,Yes,Karnataka,Mysuru,79.79336217262747,Self-Employed,97,Business Owner
42,Female,70000,798,588,9,150000,343,Yes,Gujarat,Surat,69.76712843427914,Self-Employed,100,Business Owner
56,Male,155000,668,382,6,150000,97,Yes,Kerala,Manjari,76.29140211395338,Self-Employed,90,Business Owner
32,Male,45000,500,201,3,82306,47,No,Delhi,New Delhi,95.0,Salaried,50,Civil Servant
69,Female,202000,628,43,5,133526,345,No,Maharashtra,Mumbai,57.73530687979132,Salaried,92,Doctor
49,Female,53000,691,261,7,134881,216,Yes,Kerala,Thiruvananthapuram,83.87029294869872,Self-Employed,100,Farmer
24,Female,66000,387,58,1,123887,23,No,Kerala,Kochi,90.76977152323474,Salaried,35,Doctor
46,Female,127000,634,480,6,118345,125,No,Tamil Nadu,Coimbatore,62.633762581447755,Salaried,91,Teacher
23,Male,47000,850,388,10,58411,256,Yes,West Bengal,Kolkata,40.0,Self-Employed,100,Shopkeeper
55,Male,44000,723,204,7,150000,342,Yes,Uttar Pradesh,Kanpur,61.36666851059741,Salaried,94,Doctor
22,Female,63000,760,477,8,150000,144,Yes,Maharashtra,Nagpur,69.29179431290896,Self-Employed,100,Farmer
53,Female,123000,522,206,4,125466,17,No,Delhi,New Delhi,53.611574130661424,Unemployed,96,NA
49,Male,120000,683,490,6,80576,72,Yes,Gujarat,Surat,86.9563862671967,Salaried,100,Doctor
39,Female,76000,346,124,0,125674,118,No,Tamil Nadu,Chennai,82.92400321297814,Self-Employed,37,Business Owner
49,Female,32000,376,64,1,101789,16,No,Uttar Pradesh,Kanpur,66.00804206825556,Unemployed,48,NA
70,Female,142000,850,437,10,150000,322,Yes,Telangana,Hyderabad,78.2415543576308,Salaried,95,Teacher
67,Female,69000,736,15,7,102485,167,Yes,Gujarat,Surat,58.07619074752762,Salaried,100,Teacher
45,Male,49000,327,474,0,39351,24,No,Karnataka,Mysuru,59.50293229592745,Student,64,Student
63,Male,87000,408,362,1,130732,117,No,Gujarat,Ahmedabad,53.6654581616061,Salaried,95,Civil Servant
34,Male,30000,619,193,5,90905,136,No,Telangana,Hyderabad,54.3167373076522,Student,91,Student
43,Male,94000,488,7,3,113124,55,No,Karnataka,Bengaluru,79.22615342278786,Self-Employed,77,Farmer
33,Female,77000,808,188,9,109340,299,Yes,Karnataka,Bengaluru,71.77417842970743,Self-Employed,100,Shopkeeper
62,Female,131000,566,361,4,150000,91,No,West Bengal,Kolkata,60.58911373386632,Salaried,96,Doctor
